case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method,source_seed_dir,source_file
ieee33,"10,12,17,28,33",True,True,True,True,True,156.85455024081722,0.9200238397448472,0.9200238397448472,0.998381570077144,0.998381570077144,0.9,1.05,True,3.2133061288125,8.781924375000001,12.0504836403,3.2133061288125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,12,18,26,36",True,True,True,True,True,197.94729739338413,0.921050826973863,0.921050826973863,0.9983753500414796,0.9983753500414796,0.9,1.05,True,3.53820646209375,9.6698728125,13.3837742097,3.53820646209375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,18,27,34",True,True,True,True,True,211.05325780525504,0.8856374917962042,0.8856374917962042,0.998388697898444,0.998388697898444,0.9,1.05,False,3.7015397626875,10.116260625,14.074515107100002,3.7015397626875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,4242,100,100,evolutionary,seed_4242,removed_for_public_release
ieee33,"10,12,18,28,31",True,True,True,True,True,205.1488442395968,0.9034659846260636,0.9034659846260636,0.9983741262124328,0.9983741262124328,0.9,1.05,True,3.7376088125625,10.214836875,14.0423876235,3.7376088125625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,12,18,28,32",True,True,True,True,True,196.38281062388032,0.9229643994192254,0.9229643994192254,0.9983732178504046,0.9983732178504046,0.9,1.05,True,3.55772837053125,9.7232259375,13.4801566605,3.55772837053125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,18,28,36",True,True,True,True,True,195.46916003204163,0.9240472722609472,0.9240472722609472,0.998373797239254,0.998373797239254,0.9,1.05,True,3.53820646209375,9.6698728125,13.3837742097,3.53820646209375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,18,32,37",True,True,True,True,True,219.37691190922607,0.9113906979842122,0.9113906979842122,0.9983954443067304,0.9983954443067304,0.9,1.05,True,3.8946207332812497,10.6439484375,14.5724911029,3.8946207332812497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,19,24,32",True,True,True,True,True,243.7651346369533,0.9043981547064142,0.9043981547064142,0.9984100475170804,0.9984100475170804,0.9,1.05,True,4.12014525646875,11.2603040625,15.3114232257,4.12014525646875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,19,24,34",True,True,True,True,True,265.7358094774426,0.8691486796844882,0.8691486796844882,0.9984251462035616,0.9984251462035616,0.9,1.05,False,4.459826463281249,12.1886484375,16.7571599877,4.459826463281249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,19,24,36",True,True,True,True,True,244.57419141633,0.9017875791035423,0.9017875791035423,0.9984111072934804,0.9984111072934804,0.9,1.05,True,4.12014525646875,11.2603040625,15.3114232257,4.12014525646875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,19,25,36",True,True,True,True,True,190.92343720810703,0.919830060340426,0.919830060340426,0.9983768086426466,0.9983768086426466,0.9,1.05,True,3.45881736778125,9.452903437500002,13.094626857300003,3.45881736778125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,4242,100,100,evolutionary,seed_4242,removed_for_public_release
ieee33,"10,12,19,27,32",True,True,True,True,True,187.98426556568657,0.9258380573874038,0.9258380573874038,0.9983743566494988,0.9983743566494988,0.9,1.05,True,3.45231006496875,9.4351190625,13.062499373700003,3.45231006496875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,19,27,36",True,True,True,True,True,187.43931936137128,0.9229220720239708,0.9229220720239708,0.9983750727488724,0.9983750727488724,0.9,1.05,True,3.43278815653125,9.3817659375,12.966116922900005,3.43278815653125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,4242,100,100,evolutionary,seed_4242,removed_for_public_release
ieee33,"10,12,19,28,32",True,True,True,True,True,187.04443893770457,0.9251091518253411,0.9251091518253411,0.998373682868411,0.998373682868411,0.9,1.05,True,3.45881736778125,9.452903437500002,13.094626857300003,3.45881736778125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,19,28,36",True,True,True,True,True,186.29934490869184,0.9243685611371016,0.9243685611371016,0.9983743573311722,0.9983743573311722,0.9,1.05,True,3.4392954593437497,9.3995503125,12.998244406500003,3.4392954593437497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,19,34,37",True,True,True,True,True,225.8866741305577,0.8813539955749514,0.8813539955749514,0.9984071756704884,0.9984071756704884,0.9,1.05,False,4.13539093734375,11.3019703125,15.6326980617,4.13539093734375,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,22,34",True,True,True,True,True,322.7351711396979,0.8562322699969112,0.8562322699969112,0.9984470234522844,0.9984470234522844,0.9,1.05,False,4.951127825624999,13.531368750000002,18.4759803603,4.951127825624999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,23,36",True,True,True,True,True,283.8763344795883,0.8883942648584524,0.8883942648584524,0.9984262536015894,0.9984262536015894,0.9,1.05,False,4.500171740718749,12.2989115625,16.5965225697,4.500171740718749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,26,36",True,True,True,True,True,180.8035923142126,0.9216997499563212,0.9216997499563212,0.9983769493901252,0.9983769493901252,0.9,1.05,True,3.3651122072812503,9.1968084375,12.709097054100004,3.3651122072812503,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,27,32",True,True,True,True,True,179.53103354378683,0.9265168725548664,0.9265168725548664,0.9983750057448512,0.9983750057448512,0.9,1.05,True,3.3781268129062507,9.2323771875,12.773352021300004,3.3781268129062507,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,100,100,evolutionary,seed_31415,removed_for_public_release
ieee33,"10,12,20,27,36",True,True,True,True,True,179.10594626335592,0.9232503654718396,0.9232503654718396,0.998376051089383,0.998376051089383,0.9,1.05,True,3.3586049044687507,9.1790240625,12.676969570500004,3.3586049044687507,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,28,32",True,True,True,True,True,178.4712140232646,0.9272781215815435,0.9272781215815435,0.9983743224072968,0.9983743224072968,0.9,1.05,True,3.3846341157187503,9.2501615625,12.805479504900005,3.3846341157187503,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,28,36",True,True,True,True,True,177.87891717412035,0.9246949250443968,0.9246949250443968,0.998375162904542,0.998375162904542,0.9,1.05,True,3.3651122072812503,9.1968084375,12.709097054100004,3.3651122072812503,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,20,32,37",True,True,True,True,True,198.83040159390148,0.9155339239788168,0.9155339239788168,0.998393421151538,0.998393421151538,0.9,1.05,True,3.7215264784687503,10.1708840625,13.8978139473,3.7215264784687503,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,20,34,37",True,True,True,True,True,216.6340019761662,0.8826901910895701,0.8826901910895701,0.9984064757444348,0.9984064757444348,0.9,1.05,False,4.061207685281251,11.0992284375,15.3435507093,4.061207685281251,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,20,36,37",True,True,True,True,True,198.9831358297759,0.9160924385092264,0.9160924385092264,0.9983941352833476,0.9983941352833476,0.9,1.05,True,3.7215264784687503,10.1708840625,13.8978139473,3.7215264784687503,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,24,33,36",True,True,True,True,True,205.38877703447469,0.907609136253823,0.907609136253823,0.9984053074375808,0.9984053074375808,0.9,1.05,True,3.9065198012812496,10.6764684375,14.4118536849,3.9065198012812496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,25,31,33",True,True,True,True,True,165.81674432473096,0.91691178998132,0.91691178998132,0.9983776632944066,0.9983776632944066,0.9,1.05,True,3.4445942630625,9.414031875000004,12.8536707303,3.4445942630625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,12,26,32,33",True,True,True,True,True,159.33124370911915,0.9260475069733816,0.9260475069733816,0.9983791662503492,0.9983791662503492,0.9,1.05,True,3.2451919125937496,8.8690678125,12.195057316500002,3.2451919125937496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,4242,100,100,evolutionary,seed_4242,removed_for_public_release
ieee33,"10,12,27,32,33",True,True,True,True,True,157.41354998478278,0.9276099303401596,0.9276099303401596,0.9983783179919684,0.9983783179919684,0.9,1.05,True,3.2386846097812496,8.851283437500001,12.162929832900002,3.2386846097812496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,28,32,33",True,True,True,True,True,155.9631385956967,0.9290665042542996,0.9290665042542996,0.9983775334942476,0.9983775334942476,0.9,1.05,True,3.2451919125937496,8.8690678125,12.195057316500002,3.2451919125937496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,28,33,34",True,True,True,True,True,176.53250641359844,0.8887348216000235,0.8887348216000235,0.9983974583473388,0.9983974583473388,0.9,1.05,False,3.3955106075625,9.279886875,12.821543246700005,3.3955106075625,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,28,33,36",True,True,True,True,True,155.90950905366117,0.925793208183868,0.925793208183868,0.998379043097972,0.998379043097972,0.9,1.05,True,3.2256700041562496,8.8157146875,12.0986748657,3.2256700041562496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,32,33,37",True,True,True,True,True,171.76305846357124,0.922488061098332,0.922488061098332,0.9983902147955296,0.9983902147955296,0.9,1.05,True,3.5820842753437496,9.7897903125,13.2873917589,3.5820842753437496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,12,33,36,37",True,True,True,True,True,172.12705175233245,0.9206844098849488,0.9206844098849488,0.998391047197577,0.998391047197577,0.9,1.05,True,3.5820842753437496,9.7897903125,13.2873917589,3.5820842753437496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,13,15,19,24",True,True,True,True,True,250.69369532298003,0.8895136306611097,0.8895136306611097,0.9984158728429032,0.9984158728429032,0.9,1.05,False,4.20994603528125,11.5057284375,15.729080512499998,4.20994603528125,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary,seed_31415,removed_for_public_release
ieee33,"10,13,15,19,25",True,True,True,True,True,194.946203265675,0.9058470670012854,0.9058470670012854,0.998381695058334,0.998381695058334,0.9,1.05,True,3.4724827036875,9.490250625000002,13.174945566300003,3.4724827036875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,15,20,25",True,True,True,True,True,187.24041374980152,0.9061771536399238,0.9061771536399238,0.9983832168568356,0.9983832168568356,0.9,1.05,True,3.398299451625,9.28750875,12.885798213900005,3.398299451625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,15,20,28",True,True,True,True,True,180.3632949254228,0.9106067546370338,0.9106067546370338,0.998380166076722,0.998380166076722,0.9,1.05,True,3.3787775431875,9.234155625,12.789415763100004,3.3787775431875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,100,100,evolutionary,seed_31415,removed_for_public_release
ieee33,"10,13,15,25,33",True,True,True,True,True,164.9459855751715,0.9075190064304638,0.9075190064304638,0.9983899572027698,0.9983899572027698,0.9,1.05,True,3.232828037249999,8.835277500000002,12.146866091100003,3.232828037249999,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,15,28,33",True,True,True,True,True,156.41554604704694,0.9119556873312624,0.9119556873312624,0.9983869360057366,0.9983869360057366,0.9,1.05,True,3.2133061288125,8.781924375000001,12.050483640300005,3.2133061288125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,18,28",True,True,True,True,True,195.9981563961566,0.9144460157279668,0.9144460157279668,0.9983764230479968,0.9983764230479968,0.9,1.05,True,3.5323498895625,9.653866875,13.3677104679,3.5323498895625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,13,16,19,24",True,True,True,True,True,248.3295665580824,0.8934994033193939,0.8934994033193939,0.998414430693768,0.998414430693768,0.9,1.05,False,4.17090221840625,11.399022187499998,15.536315610899996,4.17090221840625,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,13,16,19,28",True,True,True,True,True,187.039898472342,0.9147675433735704,0.9147675433735704,0.9983772905039988,0.9983772905039988,0.9,1.05,True,3.4334388868125,9.383544375,12.982180664700005,3.4334388868125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,20,22",True,True,True,True,True,302.07631074154574,0.8800116663115933,0.8800116663115933,0.9984345850541247,0.9984345850541247,0.9,1.05,False,4.662203580749999,12.7417425,17.255135983499997,4.662203580749999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,16,20,25",True,True,True,True,True,185.1730780790325,0.9106334966548896,0.9106334966548896,0.9983814265853556,0.9983814265853556,0.9,1.05,True,3.3787775431875,9.234155625,12.789415763100004,3.3787775431875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,16,20,28",True,True,True,True,True,178.82090350619097,0.91509646219821,0.91509646219821,0.998378528384422,0.998378528384422,0.9,1.05,True,3.35925563475,9.1808025,12.693033312300004,3.35925563475,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,16,23,33",True,True,True,True,True,253.2030094041169,0.8879235996869973,0.8879235996869973,0.9984226669726992,0.9984226669726992,0.9,1.05,False,4.385457288281249,11.9853984375,16.0824828321,4.385457288281249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,24,33",True,True,True,True,True,204.1714623129384,0.9002352705059036,0.9002352705059036,0.9984072686398138,0.9984072686398138,0.9,1.05,True,3.9312475519687498,10.744049062500002,14.5082361357,3.9312475519687498,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,25,33",True,True,True,True,True,162.06490428428214,0.9119791207226444,0.9119791207226444,0.998387938430352,0.998387938430352,0.9,1.05,True,3.2133061288124987,8.781924375000001,12.050483640300005,3.2133061288124987,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,16,26,33",True,True,True,True,True,159.04346456045877,0.9134963236098346,0.9134963236098346,0.9983868602794408,0.9983868602794408,0.9,1.05,True,3.1937842203749995,8.72857125,11.954101189500005,3.1937842203749995,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,27,33",True,True,True,True,True,156.35048700551152,0.9150224524577644,0.9150224524577644,0.9983857842869338,0.9983857842869338,0.9,1.05,True,3.187276917562499,8.710786875,11.921973705900005,3.187276917562499,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,28,33",True,True,True,True,True,154.1399642894702,0.9164456415466338,0.9164456415466338,0.9983848139932762,0.9983848139932762,0.9,1.05,True,3.1937842203749995,8.72857125,11.954101189500005,3.1937842203749995,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,16,33,37",True,True,True,True,True,169.69305585676778,0.9131442317240628,0.9131442317240628,0.998392978203814,0.998392978203814,0.9,1.05,True,3.60681202603125,9.8573709375,13.3837742097,3.60681202603125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,18,27",True,True,True,True,True,196.6692247820701,0.9168438039578876,0.9168438039578876,0.9983760902161924,0.9983760902161924,0.9,1.05,True,3.5193352839375,9.618298125,13.3034555007,3.5193352839375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,13,17,18,28",True,True,True,True,True,195.36909719188623,0.9182756279161532,0.9182756279161532,0.9983753358663392,0.9983753358663392,0.9,1.05,True,3.52584258675,9.6360825,13.3355829843,3.52584258675,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,19,23",True,True,True,True,True,297.5215921058935,0.8846147524476405,0.8846147524476405,0.998430232914672,0.998430232914672,0.9,1.05,False,4.59908274346875,12.5692340625,16.982052372899997,4.59908274346875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,19,25",True,True,True,True,True,191.71728101807548,0.9141050288407766,0.9141050288407766,0.998378780390756,0.998378780390756,0.9,1.05,True,3.4464534924375,9.419113125,13.046435631900003,3.4464534924375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,19,26",True,True,True,True,True,189.53287588229787,0.915630697515542,0.915630697515542,0.9983778255728972,0.9983778255728972,0.9,1.05,True,3.426931584,9.36576,12.950053181100005,3.426931584,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,4242,100,100,evolutionary,seed_4242,removed_for_public_release
ieee33,"10,13,17,19,27",True,True,True,True,True,187.677079656298,0.9171653534687724,0.9171653534687724,0.9983768735064515,0.9983768735064515,0.9,1.05,True,3.4204242811875,9.347975625,12.917925697500005,3.4204242811875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,19,28",True,True,True,True,True,186.29201175295992,0.9185951157087432,0.9185951157087432,0.9983759509180412,0.9983759509180412,0.9,1.05,True,3.426931584,9.36576,12.950053181100005,3.426931584,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,19,37",True,True,True,True,True,209.7905841286952,0.9096464598388688,0.9096464598388688,0.9983966235365992,0.9983966235365992,0.9,1.05,True,3.820437481218749,10.4412065625,14.283343750499998,3.820437481218749,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,20,27",True,True,True,True,True,179.436727294584,0.9174921864141492,0.9174921864141492,0.99837793680922,0.99837793680922,0.9,1.05,True,3.3462410291250007,9.14523375,12.628778345100002,3.3462410291250007,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,20,28",True,True,True,True,True,177.90904616964687,0.9189238777398292,0.9189238777398292,0.998377095150191,0.998377095150191,0.9,1.05,True,3.3527483319375,9.163018125,12.660905828700002,3.3527483319375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,27,33",True,True,True,True,True,154.63396145523524,0.9188349525865496,0.9188349525865496,0.9983835131950646,0.9983835131950646,0.9,1.05,True,3.1807696147499995,8.6930025,11.889846222300005,3.1807696147499995,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,13,17,28,33",True,True,True,True,True,152.6297499720285,0.920266373392118,0.920266373392118,0.998382501497188,0.998382501497188,0.9,1.05,True,3.1872769175625,8.710786875,11.921973705900005,3.1872769175625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,1234,100,100,evolutionary,seed_1234,removed_for_public_release
ieee33,"10,13,17,33,37",True,True,True,True,True,168.07393880742578,0.916585010984421,0.916585010984421,0.998391666600074,0.998391666600074,0.9,1.05,True,3.5807828147812506,9.7862334375,13.2552642753,3.5807828147812506,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary,seed_27182,removed_for_public_release
ieee33,"10,13,18,25,29",True,True,True,True,True,259.9876156080591,0.8435777780643544,0.8435777780643544,0.9984391921664336,0.9984391921664336,0.9,1.05,False,4.23169901896875,11.565179062500002,15.664825545300005,4.23169901896875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary,seed_31415,removed_for_public_release
ieee33,"10,13,18,25,36",True,True,True,True,True,199.74286467987093,0.9195098049032876,0.9195098049032876,0.9983761974405202,0.9983761974405202,0.9,1.05,True,3.55772837053125,9.7232259375,13.4801566605,3.55772837053125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
ieee33,"10,13,18,26,29",True,True,True,True,True,260.53811608194525,0.8429184625641034,0.8429184625641034,0.9984407115799354,0.9984407115799354,0.9,1.05,False,4.2121771105312495,11.5118259375,15.568443094500005,4.2121771105312495,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,2026,100,100,evolutionary,seed_2026,removed_for_public_release
