case,element_id,element_type,associated_branch,failure_rate_lambda_per_year,repair_time_h,restoration_time_h,users_affected,load_affected_kW,source_file,notes,data_status
ieee33,18,branch,18,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,19,branch,19,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,20,branch,20,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,21,branch,21,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,22,branch,22,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,23,branch,23,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,24,branch,24,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,25,branch,25,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,26,branch,26,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,27,branch,27,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,28,branch,28,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,29,branch,29,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,30,branch,30,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,31,branch,31,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,32,branch,32,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,33,branch,33,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,34,branch,34,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,35,branch,35,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,36,branch,36,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
ieee33,37,branch,37,1.4634,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/ieee33/public_sanitized_source,lambda calculated as failure_rate_per_km_year (1.4634) multiplied by length_km.,CALCULATED
