case,branch_id,from_bus,to_bus,length,length_unit,R_ohm,X_ohm,R1,X1,phases,enabled,is_switch,is_candidate_switch,is_normally_open,thermal_limit_A,source_file,data_status
real_system_anonymized,56,55,56,0.388,km,1.0306832,0.5049431999999999,2.6564,1.3014,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,57,56,57,0.338,km,0.8978632000000001,0.4398732,2.6564,1.3014,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,58,57,58,0.256,km,0.6800384,0.3331583999999999,2.6564,1.3014,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,59,58,59,0.377,km,1.0014628,0.4906277999999999,2.6564,1.3014,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,60,59,60,0.332,km,0.8819248000000001,0.4320647999999999,2.6564,1.3014,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,61,0,61,0.38,km,0.6849500000000001,0.480472,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,62,61,62,0.24,km,0.4326,0.303456,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,63,62,63,0.51,km,0.919275,0.644844,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,64,63,64,0.11,km,0.198275,0.1390839999999999,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,65,64,65,0.18,km,0.3244499999999999,0.227592,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,66,65,66,0.182,km,0.328055,0.2301208,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,67,66,67,0.5,km,0.90125,0.6322,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,68,67,68,0.14,km,0.25235,0.177016,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,69,68,69,0.1,km,0.18025,0.12644,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,70,68,70,0.21,km,0.378525,0.265524,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,71,70,71,0.25,km,0.450625,0.3161,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,72,70,72,0.066,km,0.118965,0.0834504,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,73,72,73,0.33,km,0.594825,0.417252,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,74,0,74,1.019,km,1.8367475,1.2884235999999998,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,75,74,75,0.18,km,0.3244499999999999,0.227592,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,76,75,76,0.16,km,0.2884,0.202304,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,77,76,77,0.19,km,0.342475,0.240236,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,78,77,78,0.07,km,0.126175,0.088508,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,79,78,79,0.11,km,0.198275,0.1390839999999999,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,80,79,80,0.59,km,1.063475,0.745996,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,81,77,81,0.13,km,0.234325,0.164372,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,82,76,82,0.21,km,0.378525,0.265524,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,83,82,83,0.1,km,0.18025,0.12644,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,84,83,84,0.24,km,0.4326,0.303456,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,85,84,85,0.4,km,0.7210000000000001,0.50576,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,86,85,86,0.165,km,0.2974125,0.208626,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,87,86,87,0.425,km,0.7660625,0.53737,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,88,87,88,0.215,km,0.3875375,0.271846,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,89,88,89,0.15,km,0.270375,0.18966,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,90,74,90,0.44,km,0.7931,0.5563359999999999,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,91,90,91,0.2,km,0.3605,0.25288,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,92,91,92,0.18,km,0.3244499999999999,0.227592,1.8025,1.2644,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,93,0,93,0.5,km,1.3277,0.64315,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,94,93,94,0.766,km,2.0340364,0.9853058,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,95,94,95,1.03,km,2.735062,1.324889,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,96,95,96,0.44,km,1.168376,0.565972,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,97,96,97,0.57,km,1.513578,0.7331909999999999,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,98,97,98,0.111,km,0.2947494,0.1427793,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,99,98,99,0.068,km,0.1805672,0.0874684,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,100,99,100,2.25,km,5.9746500000000005,2.894175,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,101,94,101,0.915,km,2.4296910000000005,1.1769645,2.6554,1.2863,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,102,0,102,0.16,km,0.2884,0.209632,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,103,102,103,0.15,km,0.270375,0.19653,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,104,103,104,0.277,km,0.4992925,0.3629254,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,105,104,105,0.72,km,1.2977999999999998,0.943344,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,106,105,106,0.7,km,1.26175,0.91714,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,107,106,107,0.122,km,0.219905,0.1598444,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,108,104,108,0.68,km,1.2257,0.8909360000000001,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,109,108,109,0.4,km,0.7210000000000001,0.52408,1.8025,1.3102,3,True,True,True,False,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,110,6,106,0.12,km,0.2163,0.1590359999999999,1.8025,1.3253,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,111,7,104,0.09,km,0.1622249999999999,0.119277,1.8025,1.3253,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,112,9,19,0.1,km,0.18025,0.13253,1.8025,1.3253,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,113,11,22,0.2,km,0.3605,0.26506,1.8025,1.3253,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,114,28,31,0.2,km,0.3605,0.25288,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,115,15,18,0.06,km,0.0864239999999999,0.0779459999999999,1.4404,1.2991,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,116,16,34,0.05,km,0.07202,0.064955,1.4404,1.2991,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,117,11,49,0.06,km,0.10815,0.0795179999999999,1.8025,1.3253,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,118,23,43,0.07,km,0.126175,0.088508,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,119,45,67,0.17,km,0.306425,0.214948,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,120,41,51,0.04,km,0.0721,0.052408,1.8025,1.3102,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,121,24,65,0.09,km,0.1622249999999999,0.113796,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,122,30,64,0.04,km,0.0721,0.050576,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,123,27,92,0.08,km,0.1442,0.101152,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,124,26,62,0.0,km,0.0,0.0,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,125,29,74,0.09,km,0.1622249999999999,0.113796,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,126,10,61,0.05,km,0.090125,0.066265,1.8025,1.3253,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,127,89,90,0.05,km,0.090125,0.06322,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,128,86,95,0.06,km,0.10815,0.075864,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,129,80,100,0.08,km,0.1442,0.101152,1.8025,1.2644,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,130,43,44,0.06,km,0.10815,0.078612,1.8025,1.3102,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
real_system_anonymized,131,105,109,0.06,km,0.10815,0.078612,1.8025,1.3102,3,True,True,True,True,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,CALCULATED
