case,element_id,element_type,associated_branch,failure_rate_lambda_per_year,repair_time_h,restoration_time_h,users_affected,load_affected_kW,source_file,notes,data_status
real_system_anonymized,21,branch,21,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,22,branch,22,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,23,branch,23,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,24,branch,24,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,25,branch,25,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,26,branch,26,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,27,branch,27,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,28,branch,28,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,29,branch,29,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,30,branch,30,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,31,branch,31,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,32,branch,32,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,33,branch,33,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,34,branch,34,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,35,branch,35,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,36,branch,36,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,37,branch,37,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,38,branch,38,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,39,branch,39,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,40,branch,40,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,41,branch,41,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,42,branch,42,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,43,branch,43,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,44,branch,44,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,45,branch,45,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,46,branch,46,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,47,branch,47,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,48,branch,48,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,49,branch,49,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,50,branch,50,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,51,branch,51,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,52,branch,52,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,53,branch,53,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,54,branch,54,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,55,branch,55,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,56,branch,56,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,57,branch,57,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,58,branch,58,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,59,branch,59,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,60,branch,60,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,61,branch,61,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,62,branch,62,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,63,branch,63,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,64,branch,64,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,65,branch,65,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,66,branch,66,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,67,branch,67,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,68,branch,68,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,69,branch,69,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,70,branch,70,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,71,branch,71,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,72,branch,72,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,73,branch,73,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,74,branch,74,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,75,branch,75,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,76,branch,76,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,77,branch,77,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,78,branch,78,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,79,branch,79,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,80,branch,80,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,81,branch,81,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,82,branch,82,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,83,branch,83,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,84,branch,84,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,85,branch,85,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,86,branch,86,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,87,branch,87,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,88,branch,88,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,89,branch,89,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,90,branch,90,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,91,branch,91,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,92,branch,92,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,93,branch,93,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,94,branch,94,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,95,branch,95,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
