seed_dir,seed,generation,unique_evaluations_cumulative,hypervolume,archive_pareto_size,hv_q1,hv_q3,n_runs_contributing,full_run_coverage
seed_11235,11235,28,2131,1.0122572480256067,4,,,,
seed_11235,11235,29,2179,1.0122572480256067,4,,,,
seed_11235,11235,30,2220,1.0122572480256067,4,,,,
seed_11235,11235,31,2264,1.0122572480256067,4,,,,
seed_11235,11235,32,2304,1.0122572480256067,4,,,,
seed_11235,11235,33,2351,1.0153445202052596,5,,,,
seed_11235,11235,34,2388,1.0153445202052596,5,,,,
seed_11235,11235,35,2426,1.0153445202052596,5,,,,
seed_11235,11235,36,2457,1.0153445202052596,5,,,,
seed_11235,11235,37,2498,1.0153445202052596,5,,,,
seed_11235,11235,38,2527,1.0153445202052596,5,,,,
seed_11235,11235,39,2560,1.0153445202052596,5,,,,
seed_11235,11235,40,2592,1.0153445202052596,5,,,,
seed_11235,11235,41,2620,1.0153445202052596,5,,,,
seed_11235,11235,42,2651,1.0153445202052596,5,,,,
seed_11235,11235,43,2675,1.0153445202052596,5,,,,
seed_11235,11235,44,2702,1.0153445202052596,5,,,,
seed_11235,11235,45,2728,1.0153445202052596,5,,,,
seed_11235,11235,46,2748,1.0153445202052596,5,,,,
seed_11235,11235,47,2776,1.0153445202052596,5,,,,
seed_11235,11235,48,2794,1.0153445202052596,5,,,,
seed_11235,11235,49,2821,1.0153445202052596,5,,,,
seed_11235,11235,50,2844,1.0153445202052596,5,,,,
seed_11235,11235,51,2866,1.0153445202052596,5,,,,
seed_11235,11235,52,2882,1.0153445202052596,5,,,,
seed_11235,11235,53,2903,1.0153445202052596,5,,,,
seed_11235,11235,54,2921,1.0153445202052596,5,,,,
seed_11235,11235,55,2939,1.0153445202052596,5,,,,
seed_11235,11235,56,2955,1.0153445202052596,5,,,,
seed_11235,11235,57,2970,1.0153445202052596,5,,,,
seed_11235,11235,58,2986,1.0153445202052596,5,,,,
seed_11235,11235,59,3005,1.0153445202052596,5,,,,
seed_11235,11235,60,3023,1.0153445202052596,5,,,,
seed_11235,11235,61,3042,1.0153445202052596,5,,,,
seed_11235,11235,62,3062,1.0153445202052596,5,,,,
seed_11235,11235,63,3071,1.0153445202052596,5,,,,
seed_11235,11235,64,3093,1.0153445202052596,5,,,,
seed_11235,11235,65,3105,1.0153445202052596,5,,,,
seed_11235,11235,66,3115,1.0153445202052596,5,,,,
seed_11235,11235,67,3129,1.0153445202052596,5,,,,
seed_11235,11235,68,3142,1.0153445202052596,5,,,,
seed_11235,11235,69,3155,1.0153445202052596,5,,,,
seed_11235,11235,70,3171,1.0153445202052596,5,,,,
seed_11235,11235,71,3186,1.0153445202052596,5,,,,
seed_11235,11235,72,3198,1.0153445202052596,5,,,,
seed_11235,11235,73,3212,1.0153445202052596,5,,,,
seed_11235,11235,74,3224,1.0153445202052596,5,,,,
seed_11235,11235,75,3234,1.0153445202052596,5,,,,
seed_11235,11235,76,3246,1.0153445202052596,5,,,,
seed_11235,11235,77,3257,1.0153445202052596,5,,,,
seed_11235,11235,78,3269,1.0153445202052596,5,,,,
seed_11235,11235,79,3280,1.0153445202052596,5,,,,
seed_11235,11235,80,3295,1.0153445202052596,5,,,,
seed_11235,11235,81,3307,1.0153445202052596,5,,,,
seed_11235,11235,82,3315,1.0153445202052596,5,,,,
seed_11235,11235,83,3322,1.0153445202052596,5,,,,
seed_11235,11235,84,3334,1.0153445202052596,5,,,,
seed_11235,11235,85,3344,1.0153445202052596,5,,,,
seed_11235,11235,86,3354,1.0153445202052596,5,,,,
seed_11235,11235,87,3364,1.0153445202052596,5,,,,
seed_11235,11235,88,3374,1.0153445202052596,5,,,,
seed_11235,11235,89,3383,1.0153445202052596,5,,,,
seed_11235,11235,90,3390,1.0153445202052596,5,,,,
seed_11235,11235,91,3397,1.0153445202052596,5,,,,
seed_11235,11235,92,3403,1.0153445202052596,5,,,,
seed_11235,11235,93,3408,1.0153445202052596,5,,,,
seed_11235,11235,94,3414,1.0153445202052596,5,,,,
seed_11235,11235,95,3424,1.0153445202052596,5,,,,
seed_11235,11235,96,3431,1.0153445202052596,5,,,,
seed_11235,11235,97,3440,1.0153445202052596,5,,,,
seed_11235,11235,98,3453,1.0153445202052596,5,,,,
seed_11235,11235,99,3460,1.0153445202052596,5,,,,
seed_11235,11235,100,3466,1.0153445202052596,5,,,,
seed_1234,1234,1,200,0.0,3,,,,
seed_1234,1234,2,296,0.0,4,,,,
seed_1234,1234,3,392,0.0,2,,,,
seed_1234,1234,4,478,0.0,2,,,,
seed_1234,1234,5,567,0.0,2,,,,
seed_1234,1234,6,659,0.0155362707919202,3,,,,
seed_1234,1234,7,748,0.0155362707919202,3,,,,
seed_1234,1234,8,831,0.04554013838640229,5,,,,
seed_1234,1234,9,912,0.4219010757372491,3,,,,
seed_1234,1234,10,997,0.45595823848830036,4,,,,
seed_1234,1234,11,1068,0.9925998150452251,3,,,,
seed_1234,1234,12,1148,0.9985458642183185,3,,,,
seed_1234,1234,13,1220,0.9996463561248303,4,,,,
seed_1234,1234,14,1291,0.9996463561248303,4,,,,
seed_1234,1234,15,1362,1.000713992520917,5,,,,
seed_1234,1234,16,1431,1.000713992520917,5,,,,
seed_1234,1234,17,1492,1.000713992520917,5,,,,
seed_1234,1234,18,1555,1.0069085179397594,6,,,,
seed_1234,1234,19,1614,1.0069085179397594,6,,,,
seed_1234,1234,20,1678,1.009995790119412,7,,,,
seed_1234,1234,21,1737,1.009995790119412,7,,,,
seed_1234,1234,22,1787,1.009995790119412,7,,,,
seed_1234,1234,23,1838,1.009995790119412,7,,,,
seed_1234,1234,24,1884,1.0153445202052596,5,,,,
seed_1234,1234,25,1933,1.0153445202052596,5,,,,
seed_1234,1234,26,1985,1.0153445202052596,5,,,,
seed_1234,1234,27,2028,1.0153445202052596,5,,,,
seed_1234,1234,28,2075,1.0153445202052596,5,,,,
seed_1234,1234,29,2114,1.0153445202052596,5,,,,
seed_1234,1234,30,2148,1.0153445202052596,5,,,,
seed_1234,1234,31,2186,1.0153445202052596,5,,,,
seed_1234,1234,32,2230,1.0153445202052596,5,,,,
seed_1234,1234,33,2260,1.0153445202052596,5,,,,
seed_1234,1234,34,2292,1.0153445202052596,5,,,,
seed_1234,1234,35,2319,1.0153445202052596,5,,,,
seed_1234,1234,36,2349,1.0153445202052596,5,,,,
seed_1234,1234,37,2384,1.0153445202052596,5,,,,
seed_1234,1234,38,2413,1.0153445202052596,5,,,,
seed_1234,1234,39,2439,1.0153445202052596,5,,,,
seed_1234,1234,40,2467,1.0153445202052596,5,,,,
seed_1234,1234,41,2499,1.0153445202052596,5,,,,
seed_1234,1234,42,2530,1.0153445202052596,5,,,,
seed_1234,1234,43,2554,1.0153445202052596,5,,,,
seed_1234,1234,44,2580,1.0153445202052596,5,,,,
seed_1234,1234,45,2613,1.0153445202052596,5,,,,
seed_1234,1234,46,2639,1.0153445202052596,5,,,,
seed_1234,1234,47,2664,1.0153445202052596,5,,,,
seed_1234,1234,48,2682,1.0153445202052596,5,,,,
seed_1234,1234,49,2702,1.0153445202052596,5,,,,
seed_1234,1234,50,2716,1.0153445202052596,5,,,,
seed_1234,1234,51,2743,1.0153445202052596,5,,,,
seed_1234,1234,52,2768,1.0153445202052596,5,,,,
seed_1234,1234,53,2798,1.0153445202052596,5,,,,
seed_1234,1234,54,2811,1.0153445202052596,5,,,,
seed_1234,1234,55,2830,1.0153445202052596,5,,,,
seed_1234,1234,56,2843,1.0153445202052596,5,,,,
seed_1234,1234,57,2856,1.0153445202052596,5,,,,
seed_1234,1234,58,2871,1.0153445202052596,5,,,,
seed_1234,1234,59,2888,1.0153445202052596,5,,,,
seed_1234,1234,60,2905,1.0153445202052596,5,,,,
seed_1234,1234,61,2921,1.0153445202052596,5,,,,
seed_1234,1234,62,2938,1.0153445202052596,5,,,,
seed_1234,1234,63,2961,1.0153445202052596,5,,,,
seed_1234,1234,64,2975,1.0153445202052596,5,,,,
seed_1234,1234,65,2988,1.0153445202052596,5,,,,
seed_1234,1234,66,3002,1.0153445202052596,5,,,,
seed_1234,1234,67,3014,1.0153445202052596,5,,,,
seed_1234,1234,68,3022,1.0153445202052596,5,,,,
seed_1234,1234,69,3032,1.0153445202052596,5,,,,
seed_1234,1234,70,3047,1.0153445202052596,5,,,,
seed_1234,1234,71,3059,1.0153445202052596,5,,,,
seed_1234,1234,72,3067,1.0153445202052596,5,,,,
seed_1234,1234,73,3080,1.0153445202052596,5,,,,
seed_1234,1234,74,3087,1.0153445202052596,5,,,,
seed_1234,1234,75,3099,1.0153445202052596,5,,,,
seed_1234,1234,76,3110,1.0153445202052596,5,,,,
seed_1234,1234,77,3120,1.0153445202052596,5,,,,
seed_1234,1234,78,3129,1.0153445202052596,5,,,,
seed_1234,1234,79,3138,1.0153445202052596,5,,,,
seed_1234,1234,80,3147,1.0153445202052596,5,,,,
seed_1234,1234,81,3156,1.0153445202052596,5,,,,
seed_1234,1234,82,3168,1.0153445202052596,5,,,,
seed_1234,1234,83,3176,1.0153445202052596,5,,,,
seed_1234,1234,84,3187,1.0153445202052596,5,,,,
seed_1234,1234,85,3194,1.0153445202052596,5,,,,
seed_1234,1234,86,3202,1.0153445202052596,5,,,,
seed_1234,1234,87,3210,1.0153445202052596,5,,,,
seed_1234,1234,88,3215,1.0153445202052596,5,,,,
seed_1234,1234,89,3220,1.0153445202052596,5,,,,
seed_1234,1234,90,3229,1.0153445202052596,5,,,,
seed_1234,1234,91,3239,1.0153445202052596,5,,,,
seed_1234,1234,92,3245,1.0153445202052596,5,,,,
seed_1234,1234,93,3253,1.0153445202052596,5,,,,
seed_1234,1234,94,3264,1.0153445202052596,5,,,,
seed_1234,1234,95,3274,1.0153445202052596,5,,,,
seed_1234,1234,96,3279,1.0153445202052596,5,,,,
seed_1234,1234,97,3291,1.0153445202052596,5,,,,
seed_1234,1234,98,3299,1.0153445202052596,5,,,,
seed_1234,1234,99,3309,1.0153445202052596,5,,,,
seed_1234,1234,100,3315,1.0153445202052596,5,,,,
seed_13579,13579,1,200,0.0,3,,,,
seed_13579,13579,2,296,0.0,1,,,,
seed_13579,13579,3,393,0.7866296977079393,1,,,,
seed_13579,13579,4,490,0.7866296977079393,1,,,,
seed_13579,13579,5,583,0.7866296977079393,1,,,,
seed_13579,13579,6,676,0.7866296977079393,2,,,,
seed_13579,13579,7,765,0.9977084901829422,3,,,,
seed_13579,13579,8,848,1.0025128872366407,4,,,,
seed_13579,13579,9,928,1.0025128872366407,4,,,,
seed_13579,13579,10,1014,1.0025128872366407,4,,,,
seed_13579,13579,11,1100,1.0025128872366407,4,,,,
seed_13579,13579,12,1179,1.0025128872366407,5,,,,
seed_13579,13579,13,1256,1.0025128872366407,5,,,,
seed_13579,13579,14,1325,1.0025128872366407,5,,,,
seed_13579,13579,15,1390,1.0025128872366407,5,,,,
seed_13579,13579,16,1454,1.0025128872366407,5,,,,
seed_13579,13579,17,1524,1.0039530775215655,5,,,,
seed_13579,13579,18,1590,1.0059956332240578,6,,,,
seed_13579,13579,19,1648,1.0069085179397594,6,,,,
seed_13579,13579,20,1709,1.0069085179397594,6,,,,
seed_13579,13579,21,1763,1.0122572480256067,4,,,,
seed_13579,13579,22,1822,1.0122572480256067,4,,,,
seed_13579,13579,23,1877,1.0122572480256067,4,,,,
seed_13579,13579,24,1928,1.0122572480256067,4,,,,
seed_13579,13579,25,1974,1.0122572480256067,4,,,,
seed_13579,13579,26,2026,1.0153445202052596,5,,,,
seed_13579,13579,27,2070,1.0153445202052596,5,,,,
seed_13579,13579,28,2110,1.0153445202052596,5,,,,
seed_13579,13579,29,2156,1.0153445202052596,5,,,,
seed_13579,13579,30,2193,1.0153445202052596,5,,,,
seed_13579,13579,31,2236,1.0153445202052596,5,,,,
seed_13579,13579,32,2284,1.0153445202052596,5,,,,
seed_13579,13579,33,2317,1.0153445202052596,5,,,,
seed_13579,13579,34,2348,1.0153445202052596,5,,,,
seed_13579,13579,35,2375,1.0153445202052596,5,,,,
seed_13579,13579,36,2408,1.0153445202052596,5,,,,
seed_13579,13579,37,2437,1.0153445202052596,5,,,,
seed_13579,13579,38,2469,1.0153445202052596,5,,,,
seed_13579,13579,39,2503,1.0153445202052596,5,,,,
seed_13579,13579,40,2530,1.0153445202052596,5,,,,
seed_13579,13579,41,2557,1.0153445202052596,5,,,,
seed_13579,13579,42,2590,1.0153445202052596,5,,,,
seed_13579,13579,43,2616,1.0153445202052596,5,,,,
seed_13579,13579,44,2635,1.0153445202052596,5,,,,
seed_13579,13579,45,2660,1.0153445202052596,5,,,,
seed_13579,13579,46,2686,1.0153445202052596,5,,,,
seed_13579,13579,47,2706,1.0153445202052596,5,,,,
seed_13579,13579,48,2725,1.0153445202052596,5,,,,
seed_13579,13579,49,2745,1.0153445202052596,5,,,,
seed_13579,13579,50,2756,1.0153445202052596,5,,,,
seed_13579,13579,51,2770,1.0153445202052596,5,,,,
seed_13579,13579,52,2785,1.0153445202052596,5,,,,
seed_13579,13579,53,2805,1.0153445202052596,5,,,,
seed_13579,13579,54,2823,1.0153445202052596,5,,,,
seed_13579,13579,55,2848,1.0153445202052596,5,,,,
seed_13579,13579,56,2863,1.0153445202052596,5,,,,
seed_13579,13579,57,2877,1.0153445202052596,5,,,,
seed_13579,13579,58,2896,1.0153445202052596,5,,,,
seed_13579,13579,59,2912,1.0153445202052596,5,,,,
seed_13579,13579,60,2927,1.0153445202052596,5,,,,
seed_13579,13579,61,2939,1.0153445202052596,5,,,,
seed_13579,13579,62,2948,1.0153445202052596,5,,,,
seed_13579,13579,63,2968,1.0153445202052596,5,,,,
seed_13579,13579,64,2979,1.0153445202052596,5,,,,
seed_13579,13579,65,2993,1.0153445202052596,5,,,,
seed_13579,13579,66,3007,1.0153445202052596,5,,,,
seed_13579,13579,67,3021,1.0153445202052596,5,,,,
seed_13579,13579,68,3035,1.0153445202052596,5,,,,
seed_13579,13579,69,3050,1.0153445202052596,5,,,,
seed_13579,13579,70,3065,1.0153445202052596,5,,,,
seed_13579,13579,71,3074,1.0153445202052596,5,,,,
seed_13579,13579,72,3088,1.0153445202052596,5,,,,
seed_13579,13579,73,3094,1.0153445202052596,5,,,,
seed_13579,13579,74,3107,1.0153445202052596,5,,,,
seed_13579,13579,75,3114,1.0153445202052596,5,,,,
seed_13579,13579,76,3127,1.0153445202052596,5,,,,
seed_13579,13579,77,3133,1.0153445202052596,5,,,,
seed_13579,13579,78,3141,1.0153445202052596,5,,,,
seed_13579,13579,79,3146,1.0153445202052596,5,,,,
seed_13579,13579,80,3154,1.0153445202052596,5,,,,
seed_13579,13579,81,3163,1.0153445202052596,5,,,,
seed_13579,13579,82,3166,1.0153445202052596,5,,,,
seed_13579,13579,83,3173,1.0153445202052596,5,,,,
seed_13579,13579,84,3177,1.0153445202052596,5,,,,
seed_13579,13579,85,3186,1.0153445202052596,5,,,,
seed_13579,13579,86,3190,1.0153445202052596,5,,,,
seed_13579,13579,87,3199,1.0153445202052596,5,,,,
seed_13579,13579,88,3206,1.0153445202052596,5,,,,
seed_13579,13579,89,3212,1.0153445202052596,5,,,,
seed_13579,13579,90,3217,1.0153445202052596,5,,,,
seed_13579,13579,91,3225,1.0153445202052596,5,,,,
seed_13579,13579,92,3230,1.0153445202052596,5,,,,
seed_13579,13579,93,3233,1.0153445202052596,5,,,,
seed_13579,13579,94,3243,1.0153445202052596,5,,,,
seed_13579,13579,95,3248,1.0153445202052596,5,,,,
seed_13579,13579,96,3254,1.0153445202052596,5,,,,
seed_13579,13579,97,3258,1.0153445202052596,5,,,,
seed_13579,13579,98,3261,1.0153445202052596,5,,,,
seed_13579,13579,99,3269,1.0153445202052596,5,,,,
seed_13579,13579,100,3273,1.0153445202052596,5,,,,
seed_2026,2026,1,200,0.0,4,,,,
seed_2026,2026,2,296,0.0,5,,,,
seed_2026,2026,3,389,0.0,5,,,,
seed_2026,2026,4,487,0.0,5,,,,
seed_2026,2026,5,576,0.0,5,,,,
seed_2026,2026,6,666,0.0,5,,,,
seed_2026,2026,7,753,0.16714115887816478,2,,,,
seed_2026,2026,8,835,0.6846695054429582,3,,,,
seed_2026,2026,9,917,0.7006678520148599,4,,,,
seed_2026,2026,10,1005,0.707328320386038,4,,,,
seed_2026,2026,11,1086,0.707328320386038,4,,,,
seed_2026,2026,12,1160,0.707328320386038,4,,,,
seed_2026,2026,13,1239,0.7090978575310238,7,,,,
seed_2026,2026,14,1309,0.7167906281046151,6,,,,
seed_2026,2026,15,1386,0.726318740811499,5,,,,
seed_2026,2026,16,1451,0.726318740811499,5,,,,
seed_2026,2026,17,1523,0.726318740811499,5,,,,
seed_2026,2026,18,1590,0.8150847371568857,5,,,,
seed_2026,2026,19,1660,0.8896454456221299,5,,,,
seed_2026,2026,20,1729,1.014431635489558,6,,,,
seed_2026,2026,21,1790,1.0153445202052596,5,,,,
seed_2026,2026,22,1848,1.0153445202052596,5,,,,
seed_2026,2026,23,1902,1.0153445202052596,5,,,,
seed_2026,2026,24,1951,1.0153445202052596,5,,,,
seed_2026,2026,25,2005,1.0153445202052596,5,,,,
seed_2026,2026,26,2053,1.0153445202052596,5,,,,
seed_2026,2026,27,2094,1.0153445202052596,5,,,,
seed_2026,2026,28,2137,1.0153445202052596,5,,,,
seed_2026,2026,29,2173,1.0153445202052596,5,,,,
seed_2026,2026,30,2217,1.0153445202052596,5,,,,
seed_2026,2026,31,2257,1.0153445202052596,5,,,,
seed_2026,2026,32,2298,1.0153445202052596,5,,,,
seed_2026,2026,33,2347,1.0153445202052596,5,,,,
seed_2026,2026,34,2387,1.0153445202052596,5,,,,
seed_2026,2026,35,2419,1.0153445202052596,5,,,,
seed_2026,2026,36,2446,1.0153445202052596,5,,,,
seed_2026,2026,37,2474,1.0153445202052596,5,,,,
seed_2026,2026,38,2501,1.0153445202052596,5,,,,
seed_2026,2026,39,2533,1.0153445202052596,5,,,,
seed_2026,2026,40,2563,1.0153445202052596,5,,,,
seed_2026,2026,41,2594,1.0153445202052596,5,,,,
seed_2026,2026,42,2623,1.0153445202052596,5,,,,
seed_2026,2026,43,2649,1.0153445202052596,5,,,,
seed_2026,2026,44,2677,1.0153445202052596,5,,,,
seed_2026,2026,45,2705,1.0153445202052596,5,,,,
seed_2026,2026,46,2730,1.0153445202052596,5,,,,
seed_2026,2026,47,2758,1.0153445202052596,5,,,,
seed_2026,2026,48,2780,1.0153445202052596,5,,,,
seed_2026,2026,49,2799,1.0153445202052596,5,,,,
seed_2026,2026,50,2819,1.0153445202052596,5,,,,
seed_2026,2026,51,2831,1.0153445202052596,5,,,,
seed_2026,2026,52,2849,1.0153445202052596,5,,,,
seed_2026,2026,53,2867,1.0153445202052596,5,,,,
seed_2026,2026,54,2886,1.0153445202052596,5,,,,
seed_2026,2026,55,2907,1.0153445202052596,5,,,,
seed_2026,2026,56,2924,1.0153445202052596,5,,,,
seed_2026,2026,57,2946,1.0153445202052596,5,,,,
seed_2026,2026,58,2969,1.0153445202052596,5,,,,
seed_2026,2026,59,2988,1.0153445202052596,5,,,,
seed_2026,2026,60,3006,1.0153445202052596,5,,,,
seed_2026,2026,61,3015,1.0153445202052596,5,,,,
seed_2026,2026,62,3027,1.0153445202052596,5,,,,
seed_2026,2026,63,3036,1.0153445202052596,5,,,,
seed_2026,2026,64,3049,1.0153445202052596,5,,,,
seed_2026,2026,65,3067,1.0153445202052596,5,,,,
seed_2026,2026,66,3078,1.0153445202052596,5,,,,
seed_2026,2026,67,3089,1.0153445202052596,5,,,,
seed_2026,2026,68,3101,1.0153445202052596,5,,,,
seed_2026,2026,69,3106,1.0153445202052596,5,,,,
seed_2026,2026,70,3121,1.0153445202052596,5,,,,
seed_2026,2026,71,3135,1.0153445202052596,5,,,,
seed_2026,2026,72,3149,1.0153445202052596,5,,,,
seed_2026,2026,73,3163,1.0153445202052596,5,,,,
seed_2026,2026,74,3170,1.0153445202052596,5,,,,
seed_2026,2026,75,3181,1.0153445202052596,5,,,,
seed_2026,2026,76,3187,1.0153445202052596,5,,,,
seed_2026,2026,77,3192,1.0153445202052596,5,,,,
seed_2026,2026,78,3203,1.0153445202052596,5,,,,
seed_2026,2026,79,3212,1.0153445202052596,5,,,,
seed_2026,2026,80,3224,1.0153445202052596,5,,,,
seed_2026,2026,81,3237,1.0153445202052596,5,,,,
seed_2026,2026,82,3245,1.0153445202052596,5,,,,
seed_2026,2026,83,3252,1.0153445202052596,5,,,,
seed_2026,2026,84,3260,1.0153445202052596,5,,,,
